Page Id	URL	Name	From Attr	Value
2481	Shelly_Manne	Shelly Manne	dct:subject	dbc:Jazz_musicians_from_California
2481	Shelly_Manne	Shelly Manne	dct:subject	dbc:Musicians_from_Los_Angeles,_California
2481	Shelly_Manne	Shelly Manne	dct:subject	dbc:Musicians_from_New_York_City
1424	Joe_Henderson	Joe Henderson	dct:subject	dbc:Musicians_from_Ohio
1424	Joe_Henderson	Joe Henderson	dct:subject	dbc:People_from_Lima,_Ohio
2619	Stuart_Hall_(cultural_theorist)	Stuart Hall (cultural theorist)	dct:subject	dbc:People_from_Kingston,_Jamaica
4012	Yumi_Matsutoya	Yumi Matsutoya	dct:subject	dbc:Musicians_from_Hachiōji,_Tokyo
3074	Toto_(band)	Toto (band)	dct:subject	dbc:Musical_groups_from_Los_Angeles,_California
2448	Scott_LaFaro	Scott LaFaro	dct:subject	dbc:Musicians_from_Newark,_New_Jersey
1310	Jack_DeJohnette	Jack DeJohnette	dct:subject	dbc:Musicians_from_Chicago,_Illinois
162	Al_Foster	Al Foster	dct:subject	dbc:Musicians_from_New_York
162	Al_Foster	Al Foster	dct:subject	dbc:People_from_Richmond,_Virginia
1517	Kenny_Clarke	Kenny Clarke	dct:subject	dbc:Musicians_from_Pittsburgh,_Pennsylvania
513	Cassandra_Wilson	Cassandra Wilson	dct:subject	dbc:Musicians_from_Mississippi
513	Cassandra_Wilson	Cassandra Wilson	dct:subject	dbc:People_from_Jackson,_Mississippi
1771	Lyle_Mays	Lyle Mays	dct:subject	dbc:People_from_Marinette_County,_Wisconsin
1771	Lyle_Mays	Lyle Mays	dct:subject	dbc:Musicians_from_Wisconsin
3784	Wayne_Coyne	Wayne Coyne	dct:subject	dbc:Musicians_from_Norman,_Oklahoma
3784	Wayne_Coyne	Wayne Coyne	dct:subject	dbc:Musicians_from_Pittsburgh,_Pennsylvania
3784	Wayne_Coyne	Wayne Coyne	dct:subject	dbc:Singers_from_Pennsylvania
3784	Wayne_Coyne	Wayne Coyne	dct:subject	dbc:Songwriters_from_Oklahoma
3784	Wayne_Coyne	Wayne Coyne	dct:subject	dbc:Songwriters_from_Pennsylvania
763	Dolores_O%27Riordan	Dolores O'Riordan	dct:subject	dbc:Musicians_from_County_Limerick
771	Don_Martin_(cartoonist)	Don Martin (cartoonist)	dct:subject	dbc:Artists_from_Miami,_Florida
771	Don_Martin_(cartoonist)	Don Martin (cartoonist)	dct:subject	dbc:People_from_Paterson,_New_Jersey
705	David_Sanborn	David Sanborn	dct:subject	dbc:Musicians_from_Tampa,_Florida
705	David_Sanborn	David Sanborn	dct:subject	dbc:People_from_St._Louis_County,_Missouri
2925	The_Mars_Volta	The Mars Volta	dct:subject	dbc:Rock_music_groups_from_Texas
798	Dreams_Come_True_(band)	Dreams Come True (band)	dct:subject	dbc:Musical_groups_from_Tokyo
774	Donald_Fagen	Donald Fagen	dct:subject	dbc:People_from_Fair_Lawn,_New_Jersey
774	Donald_Fagen	Donald Fagen	dct:subject	dbc:People_from_Passaic,_New_Jersey
774	Donald_Fagen	Donald Fagen	dct:subject	dbc:People_from_South_Brunswick,_New_Jersey
774	Donald_Fagen	Donald Fagen	dct:subject	dbc:Songwriters_from_New_Jersey
767	Don_Cheadle	Don Cheadle	dct:subject	dbc:Film_directors_from_Missouri
767	Don_Cheadle	Don Cheadle	dct:subject	dbc:Male_actors_from_Missouri
767	Don_Cheadle	Don Cheadle	dct:subject	dbc:Male_actors_from_Denver,_Colorado
767	Don_Cheadle	Don Cheadle	dct:subject	dbc:Male_actors_from_Kansas_City,_Missouri
2374	Robert_Christgau	Robert Christgau	dct:subject	dbc:People_from_New_York_City
456	Brian_Blade	Brian Blade	dct:subject	dbc:Musicians_from_Shreveport,_Louisiana
456	Brian_Blade	Brian Blade	dct:subject	dbc:Writers_from_Shreveport,_Louisiana
2410	Roy_Haynes	Roy Haynes	dct:subject	dbc:Musicians_from_Boston,_Massachusetts
2164	Percy_Heath	Percy Heath	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
2164	Percy_Heath	Percy Heath	dct:subject	dbc:Musicians_from_North_Carolina
2164	Percy_Heath	Percy Heath	dct:subject	dbc:People_from_Wilmington,_North_Carolina
2151	Paul_Chambers	Paul Chambers	dct:subject	dbc:Musicians_from_Pittsburgh,_Pennsylvania
154	Ahmad_Jamal	Ahmad Jamal	dct:subject	dbc:Musicians_from_Pittsburgh,_Pennsylvania
163	Al_Haig	Al Haig	dct:subject	dbc:People_from_Clifton,_New_Jersey
163	Al_Haig	Al Haig	dct:subject	dbc:Musicians_from_New_Jersey
163	Al_Haig	Al Haig	dct:subject	dbc:Jazz_musicians_from_New_York
686	Dave_Holland	Dave Holland	dct:subject	dbc:People_from_Wolverhampton
2122	Ottmar_Liebert	Ottmar Liebert	dct:subject	dbc:People_from_Santa_Fe,_New_Mexico
2122	Ottmar_Liebert	Ottmar Liebert	dct:subject	dbc:Musicians_from_New_Mexico
422	Bob_Murphy_(musician)	Bob Murphy (musician)	dct:subject	dbc:Musicians_from_Vancouver
1936	Miss_Kittin	Miss Kittin	dct:subject	dbc:People_from_Grenoble
874	Eric_Ericson	Eric Ericson	dct:subject	dbc:People_from_Borås
2791	Terry_Southern	Terry Southern	dct:subject	dbc:Writers_from_Texas
2791	Terry_Southern	Terry Southern	dct:subject	dbc:People_from_Alvarado,_Texas
241	Arthur_Russell_(musician)	Arthur Russell (musician)	dct:subject	dbc:People_from_Oskaloosa,_Iowa
241	Arthur_Russell_(musician)	Arthur Russell (musician)	dct:subject	dbc:LGBT_musicians_from_the_United_States
241	Arthur_Russell_(musician)	Arthur Russell (musician)	dct:subject	dbc:Musicians_from_Iowa
1030	Frank_T%C3%A9not	Frank Ténot	dct:subject	dbc:People_from_Mulhouse
2350	Return_to_Forever	Return to Forever	dct:subject	dbc:Musical_groups_from_New_York
3110	U._Srinivas	U. Srinivas	dct:subject	dbc:People_from_Chennai
3110	U._Srinivas	U. Srinivas	dct:subject	dbc:People_from_West_Godavari_district
1080	George_Kennedy	George Kennedy	dct:subject	dbc:People_from_Ada_County,_Idaho
1080	George_Kennedy	George Kennedy	dct:subject	dbc:Male_actors_from_New_York
1080	George_Kennedy	George Kennedy	dct:subject	dbc:People_from_Mineola,_New_York
263	Automatic_Man	Automatic Man	dct:subject	dbc:Progressive_rock_musical_groups_from_California
263	Automatic_Man	Automatic Man	dct:subject	dbc:Musical_groups_from_San_Francisco,_California
469	Bruce_Hornsby	Bruce Hornsby	dct:subject	dbc:Musicians_from_Los_Angeles,_California
469	Bruce_Hornsby	Bruce Hornsby	dct:subject	dbc:People_from_Williamsburg,_Virginia
469	Bruce_Hornsby	Bruce Hornsby	dct:subject	dbc:Singers_from_Virginia
469	Bruce_Hornsby	Bruce Hornsby	dct:subject	dbc:Songwriters_from_Virginia
637	Cornell_Dupree	Cornell Dupree	dct:subject	dbc:Musicians_from_Texas
637	Cornell_Dupree	Cornell Dupree	dct:subject	dbc:People_from_Fort_Worth,_Texas
1059	Gary_Bartz	Gary Bartz	dct:subject	dbc:Jazz_musicians_from_Maryland
1059	Gary_Bartz	Gary Bartz	dct:subject	dbc:Musicians_from_Baltimore,_Maryland
164	Al_Jarreau	Al Jarreau	dct:subject	dbc:People_from_Milwaukee,_Wisconsin
234	Art_Pepper	Art Pepper	dct:subject	dbc:People_from_Gardena,_California
234	Art_Pepper	Art Pepper	dct:subject	dbc:People_from_San_Pedro,_Los_Angeles
234	Art_Pepper	Art Pepper	dct:subject	dbc:Jazz_musicians_from_California
234	Art_Pepper	Art Pepper	dct:subject	dbc:People_from_Echo_Park,_Los_Angeles
3770	Walter_Bishop,_Jr.	Walter Bishop, Jr.	dct:subject	dbc:Jazz_musicians_from_California
3770	Walter_Bishop,_Jr.	Walter Bishop, Jr.	dct:subject	dbc:Jazz_musicians_from_New_York
2067	Nomeansno	Nomeansno	dct:subject	dbc:Musical_groups_from_Vancouver
765	Don_Alias	Don Alias	dct:subject	dbc:Musicians_from_New_York_City
2329	Red_Garland	Red Garland	dct:subject	dbc:Musicians_from_Dallas,_Texas
521	Cecil_McBee	Cecil McBee	dct:subject	dbc:People_from_Tulsa,_Oklahoma
482	Butch_Warren	Butch Warren	dct:subject	dbc:Musicians_from_Washington,_D.C.
1862	Michael_Brecker	Michael Brecker	dct:subject	dbc:People_from_Montgomery_County,_Pennsylvania
1862	Michael_Brecker	Michael Brecker	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
1862	Michael_Brecker	Michael Brecker	dct:subject	dbc:People_from_Cheltenham,_Pennsylvania
1325	Jaki_Byard	Jaki Byard	dct:subject	dbc:Musicians_from_Massachusetts
1325	Jaki_Byard	Jaki Byard	dct:subject	dbc:People_from_Worcester,_Massachusetts
3987	Woody_Shaw	Woody Shaw	dct:subject	dbc:People_from_Newark,_New_Jersey
415	Bo_Stief	Bo Stief	dct:subject	dbc:Musicians_from_Copenhagen
3031	Tim_Hagans	Tim Hagans	dct:subject	dbc:People_from_Dayton,_Ohio
3791	Webster_Young	Webster Young	dct:subject	dbc:People_from_Columbia,_South_Carolina
334	Betty_Davis	Betty Davis	dct:subject	dbc:Musicians_from_Pittsburgh,_Pennsylvania
334	Betty_Davis	Betty Davis	dct:subject	dbc:People_from_Durham,_North_Carolina
334	Betty_Davis	Betty Davis	dct:subject	dbc:Singers_from_Pennsylvania
334	Betty_Davis	Betty Davis	dct:subject	dbc:Musicians_from_North_Carolina
2120	Osibisa	Osibisa	dct:subject	dbc:Musical_groups_from_London
766	Don_Byron	Don Byron	dct:subject	dbc:People_from_the_Bronx
1081	George_Russell_(composer)	George Russell (composer)	dct:subject	dbc:Musicians_from_Boston,_Massachusetts
1081	George_Russell_(composer)	George Russell (composer)	dct:subject	dbc:Musicians_from_Massachusetts
1081	George_Russell_(composer)	George Russell (composer)	dct:subject	dbc:People_from_Cincinnati,_Ohio
1081	George_Russell_(composer)	George Russell (composer)	dct:subject	dbc:Musicians_from_Ohio
1572	Lee_Konitz	Lee Konitz	dct:subject	dbc:Jazz_musicians_from_Illinois
1572	Lee_Konitz	Lee Konitz	dct:subject	dbc:Musicians_from_Chicago,_Illinois
1577	Lennie_Tristano	Lennie Tristano	dct:subject	dbc:Musicians_from_Chicago,_Illinois
1219	Howard_Johnson_(jazz_musician)	Howard Johnson (jazz musician)	dct:subject	dbc:Musicians_from_Montgomery,_Alabama
1408	Jimmy_Heath	Jimmy Heath	dct:subject	dbc:Musicians_from_Pennsylvania
1408	Jimmy_Heath	Jimmy Heath	dct:subject	dbc:People_from_Corona,_Queens
1385	Jeanne_Moreau	Jeanne Moreau	dct:subject	dbc:Actresses_from_Paris
1385	Jeanne_Moreau	Jeanne Moreau	dct:subject	dbc:Musicians_from_Paris
2048	Nic_Endo	Nic Endo	dct:subject	dbc:People_from_Frankfurt
2048	Nic_Endo	Nic Endo	dct:subject	dbc:Musicians_from_Berlin
2048	Nic_Endo	Nic Endo	dct:subject	dbc:People_from_Wichita_Falls,_Texas
1481	Joyce_Moreno_(musician)	Joyce Moreno (musician)	dct:subject	dbc:People_from_Rio_de_Janeiro_(city)
2129	Owsley_Stanley	Owsley Stanley	dct:subject	dbc:People_from_Kentucky
2129	Owsley_Stanley	Owsley Stanley	dct:subject	dbc:People_from_Far_North_Queensland
2543	Sonny_Stitt	Sonny Stitt	dct:subject	dbc:Musicians_from_Boston,_Massachusetts
2543	Sonny_Stitt	Sonny Stitt	dct:subject	dbc:People_from_Saginaw,_Michigan
2555	Soupy_Sales	Soupy Sales	dct:subject	dbc:People_from_Franklinton,_North_Carolina
2555	Soupy_Sales	Soupy Sales	dct:subject	dbc:Male_actors_from_North_Carolina
2555	Soupy_Sales	Soupy Sales	dct:subject	dbc:Male_actors_from_New_York_City
2555	Soupy_Sales	Soupy Sales	dct:subject	dbc:Radio_personalities_from_New_York_City
2555	Soupy_Sales	Soupy Sales	dct:subject	dbc:People_from_Huntington,_West_Virginia
1084	George_Wallington	George Wallington	dct:subject	dbc:People_from_Palermo
1084	George_Wallington	George Wallington	dct:subject	dbc:People_from_Cape_Coral,_Florida
1303	Ivy_(band)	Ivy (band)	dct:subject	dbc:Musical_groups_from_New_York_City
1303	Ivy_(band)	Ivy (band)	dct:subject	dbc:Indie_pop_groups_from_New_York
834	Eddie_Harris	Eddie Harris	dct:subject	dbc:Jazz_musicians_from_Illinois
834	Eddie_Harris	Eddie Harris	dct:subject	dbc:Musicians_from_Chicago,_Illinois
1143	Greg_Osby	Greg Osby	dct:subject	dbc:Musicians_from_St._Louis,_Missouri
837	Eddie_Kramer	Eddie Kramer	dct:subject	dbc:People_from_Cape_Town
432	Bobby_Troup	Bobby Troup	dct:subject	dbc:Jazz_musicians_from_California
432	Bobby_Troup	Bobby Troup	dct:subject	dbc:People_from_Harrisburg,_Pennsylvania
432	Bobby_Troup	Bobby Troup	dct:subject	dbc:Singers_from_Pennsylvania
562	Chris_Botti	Chris Botti	dct:subject	dbc:Musicians_from_Corvallis,_Oregon
1118	Graham_Fitkin	Graham Fitkin	dct:subject	dbc:People_from_St_Buryan
2359	Rick_Braun	Rick Braun	dct:subject	dbc:People_from_Allentown,_Pennsylvania
2359	Rick_Braun	Rick Braun	dct:subject	dbc:Musicians_from_Pennsylvania
2130	Paco_de_Luc%C3%ADa	Paco de Lucía	dct:subject	dbc:People_from_Algeciras
1487	Juliette_Gr%C3%A9co	Juliette Gréco	dct:subject	dbc:People_from_Montpellier
3055	Tomasz_Sta%C5%84ko	Tomasz Stańko	dct:subject	dbc:People_from_Rzeszów
3069	Toots_Thielemans	Toots Thielemans	dct:subject	dbc:People_from_Brussels
3069	Toots_Thielemans	Toots Thielemans	dct:subject	dbc:People_from_Uccle
3107	Tuxedomoon	Tuxedomoon	dct:subject	dbc:Musical_groups_from_San_Francisco,_California
223	Anton_Corbijn	Anton Corbijn	dct:subject	dbc:People_from_Strijen
1351	Jazz_at_Lincoln_Center	Jazz at Lincoln Center	dct:subject	dbc:Jazz_musicians_from_New_York
2758	Ted_Curson	Ted Curson	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
323	Bennie_Maupin	Bennie Maupin	dct:subject	dbc:Musicians_from_Detroit,_Michigan
2415	Rudy_Van_Gelder	Rudy Van Gelder	dct:subject	dbc:People_from_Jersey_City,_New_Jersey
2415	Rudy_Van_Gelder	Rudy Van Gelder	dct:subject	dbc:People_from_Hackensack,_New_Jersey
2415	Rudy_Van_Gelder	Rudy Van Gelder	dct:subject	dbc:People_from_Englewood_Cliffs,_New_Jersey
287	Banyan_(band)	Banyan (band)	dct:subject	dbc:Alternative_rock_groups_from_California
1822	Martha_Tilton	Martha Tilton	dct:subject	dbc:People_from_the_Greater_Los_Angeles_Area
1822	Martha_Tilton	Martha Tilton	dct:subject	dbc:People_from_Corpus_Christi,_Texas
1390	Jeff_Porcaro	Jeff Porcaro	dct:subject	dbc:People_from_South_Windsor,_Connecticut
1390	Jeff_Porcaro	Jeff Porcaro	dct:subject	dbc:Musicians_from_Hartford,_Connecticut
2381	Robert_Palmer_(writer)	Robert Palmer (writer)	dct:subject	dbc:Writers_from_Little_Rock,_Arkansas
2381	Robert_Palmer_(writer)	Robert Palmer (writer)	dct:subject	dbc:People_from_Valhalla,_New_York
1116	Grady_Tate	Grady Tate	dct:subject	dbc:People_from_Durham,_North_Carolina
1182	Henry_Kaiser_(musician)	Henry Kaiser (musician)	dct:subject	dbc:Musicians_from_Oakland,_California
1519	Kenny_Garrett	Kenny Garrett	dct:subject	dbc:Musicians_from_Detroit,_Michigan
2012	Myles_Kennedy	Myles Kennedy	dct:subject	dbc:Musicians_from_Washington_(state)
2012	Myles_Kennedy	Myles Kennedy	dct:subject	dbc:People_from_Spokane,_Washington
2012	Myles_Kennedy	Myles Kennedy	dct:subject	dbc:Songwriters_from_Washington_(state)
1864	Michael_Daugherty	Michael Daugherty	dct:subject	dbc:Musicians_from_Michigan
1864	Michael_Daugherty	Michael Daugherty	dct:subject	dbc:Musicians_from_Cedar_Rapids,_Iowa
4019	Zucchero_Fornaciari	Zucchero Fornaciari	dct:subject	dbc:People_from_Reggio_Emilia
165	Al_Jourgensen	Al Jourgensen	dct:subject	dbc:People_from_Havana
165	Al_Jourgensen	Al Jourgensen	dct:subject	dbc:People_from_Summit_County,_Colorado
165	Al_Jourgensen	Al Jourgensen	dct:subject	dbc:Musicians_from_Chicago,_Illinois
165	Al_Jourgensen	Al Jourgensen	dct:subject	dbc:Musicians_from_Colorado
1878	Mike_Keneally	Mike Keneally	dct:subject	dbc:People_from_Long_Island
109	A.R._Kane	A.R. Kane	dct:subject	dbc:Musical_groups_from_London
1425	Joe_Lee_Wilson	Joe Lee Wilson	dct:subject	dbc:People_from_Bristow,_Oklahoma
1556	Larry_Rivers	Larry Rivers	dct:subject	dbc:Artists_from_New_York_City
1556	Larry_Rivers	Larry Rivers	dct:subject	dbc:People_from_Manhattan
1556	Larry_Rivers	Larry Rivers	dct:subject	dbc:People_from_the_Bronx
833	Eddie_G%C3%B3mez	Eddie Gómez	dct:subject	dbc:People_from_Santurce,_Puerto_Rico
833	Eddie_G%C3%B3mez	Eddie Gómez	dct:subject	dbc:Musicians_from_San_Juan,_Puerto_Rico
2651	Symphony_Sid	Symphony Sid	dct:subject	dbc:Musicians_from_New_York_City
1470	Jon_Foreman	Jon Foreman	dct:subject	dbc:Singers_from_California
424	Bob_Satterfield	Bob Satterfield	dct:subject	dbc:Sportspeople_from_Chicago,_Illinois
424	Bob_Satterfield	Bob Satterfield	dct:subject	dbc:Boxers_from_Missouri
1875	Mick_Harris	Mick Harris	dct:subject	dbc:People_from_Birmingham,_West_Midlands
689	David_Amram	David Amram	dct:subject	dbc:Musicians_from_Philadelphia,_Pennsylvania
1579	Lenny_White	Lenny White	dct:subject	dbc:People_from_Teaneck,_New_Jersey
2059	Nils_Petter_Molv%C3%A6r	Nils Petter Molvær	dct:subject	dbc:Musicians_from_Langevåg
373	Billy_Taylor	Billy Taylor	dct:subject	dbc:Musicians_from_Washington,_D.C.
373	Billy_Taylor	Billy Taylor	dct:subject	dbc:Radio_personalities_from_New_York
373	Billy_Taylor	Billy Taylor	dct:subject	dbc:Musicians_from_North_Carolina
373	Billy_Taylor	Billy Taylor	dct:subject	dbc:People_from_Greenville,_North_Carolina
333	Betty_Carter	Betty Carter	dct:subject	dbc:Musicians_from_Detroit,_Michigan
333	Betty_Carter	Betty Carter	dct:subject	dbc:Songwriters_from_Michigan
333	Betty_Carter	Betty Carter	dct:subject	dbc:Musicians_from_Flint,_Michigan
1308	Jack_Chambers_(linguist)	Jack Chambers (linguist)	dct:subject	dbc:People_from_Grimsby,_Ontario
1406	Jimmy_Cobb	Jimmy Cobb	dct:subject	dbc:Musicians_from_Washington,_D.C.
773	Don_Was	Don Was	dct:subject	dbc:People_from_Oak_Park,_Michigan
773	Don_Was	Don Was	dct:subject	dbc:Musicians_from_Detroit,_Michigan
2423	Saetia	Saetia	dct:subject	dbc:Musical_groups_from_New_York
1865	Michael_Franks_(musician)	Michael Franks (musician)	dct:subject	dbc:Jazz_musicians_from_California
1865	Michael_Franks_(musician)	Michael Franks (musician)	dct:subject	dbc:People_from_La_Jolla,_San_Diego
3769	Wallace_Roney	Wallace Roney	dct:subject	dbc:People_from_Philadelphia,_Pennsylvania
1554	Larry_Carlton	Larry Carlton	dct:subject	dbc:Musicians_from_Torrance,_California
3752	Verdine_White	Verdine White	dct:subject	dbc:Musicians_from_Chicago,_Illinois
1539	Kris_Defoort	Kris Defoort	dct:subject	dbc:People_from_Bruges
1003	Flora_Purim	Flora Purim	dct:subject	dbc:Musicians_from_Rio_de_Janeiro_(city)
1536	Kitchens_of_Distinction	Kitchens of Distinction	dct:subject	dbc:LGBT_musicians_from_England
1536	Kitchens_of_Distinction	Kitchens of Distinction	dct:subject	dbc:Musical_groups_from_London
862	Emily_Remler	Emily Remler	dct:subject	dbc:People_from_New_York_City
460	Brian_Viglione	Brian Viglione	dct:subject	dbc:Musicians_from_New_Hampshire
460	Brian_Viglione	Brian Viglione	dct:subject	dbc:LGBT_rights_activists_from_the_United_States
460	Brian_Viglione	Brian Viglione	dct:subject	dbc:People_from_Greenville,_New_Hampshire
420	Bob_Dorough	Bob Dorough	dct:subject	dbc:Musicians_from_Arkansas
420	Bob_Dorough	Bob Dorough	dct:subject	dbc:Singers_from_Texas
1019	Fran_Landesman	Fran Landesman	dct:subject	dbc:People_from_St._Louis,_Missouri
878	Ernest_Dickerson	Ernest Dickerson	dct:subject	dbc:People_from_Newark,_New_Jersey
2425	Salvatore_Camarata	Salvatore Camarata	dct:subject	dbc:People_from_Glen_Ridge,_New_Jersey
732	Derek_Trucks	Derek Trucks	dct:subject	dbc:Musicians_from_Jacksonville,_Florida
2792	Terry_Teachout	Terry Teachout	dct:subject	dbc:People_from_Sikeston,_Missouri
2792	Terry_Teachout	Terry Teachout	dct:subject	dbc:People_from_the_Kansas_City_metropolitan_area
2792	Terry_Teachout	Terry Teachout	dct:subject	dbc:People_from_Cape_Girardeau,_Missouri
2792	Terry_Teachout	Terry Teachout	dct:subject	dbc:Writers_from_Missouri
220	Anne_Teresa_De_Keersmaeker	Anne Teresa De Keersmaeker	dct:subject	dbc:People_from_Mechelen
531	Charles_Lloyd_(jazz_musician)	Charles Lloyd (jazz musician)	dct:subject	dbc:Jazz_musicians_from_California
531	Charles_Lloyd_(jazz_musician)	Charles Lloyd (jazz musician)	dct:subject	dbc:Musicians_from_Tennessee
687	Dave_Liebman	Dave Liebman	dct:subject	dbc:People_from_Brooklyn
1664	List_of_people_from_Oklahoma	List of people from Oklahoma	dct:subject	dbc:Lists_of_people_from_Oklahoma
2184	Philip_Bailey	Philip Bailey	dct:subject	dbc:Musicians_from_Denver,_Colorado
3054	Tom_Vaughn_(musician)	Tom Vaughn (musician)	dct:subject	dbc:Musicians_from_Michigan
3054	Tom_Vaughn_(musician)	Tom Vaughn (musician)	dct:subject	dbc:People_from_Benton,_Kentucky
3054	Tom_Vaughn_(musician)	Tom Vaughn (musician)	dct:subject	dbc:People_from_Pontiac,_Michigan
3054	Tom_Vaughn_(musician)	Tom Vaughn (musician)	dct:subject	dbc:People_from_Midland,_Michigan
2116	Oscar_Brown	Oscar Brown	dct:subject	dbc:Singers_from_Chicago,_Illinois
1100	Gilad_Atzmon	Gilad Atzmon	dct:subject	dbc:People_from_Tel_Aviv
857	Elwood_Buchanan	Elwood Buchanan	dct:subject	dbc:People_from_St._Louis,_Missouri
1415	Jo_Lustig	Jo Lustig	dct:subject	dbc:People_from_Brooklyn
2001	My_Funny_Valentine	My Funny Valentine	dct:subject	dbc:Songs_from_Babes_in_Arms
2001	My_Funny_Valentine	My Funny Valentine	dct:subject	dbc:Songs_from_Pal_Joey_(film)
1241	Ian_Carr	Ian Carr	dct:subject	dbc:People_from_Dumfries
3061	Tommy_Smith_(saxophonist)	Tommy Smith (saxophonist)	dct:subject	dbc:Musicians_from_Edinburgh
417	Bob_Berg	Bob Berg	dct:subject	dbc:Musicians_from_Brooklyn
370	Billy_Paul	Billy Paul	dct:subject	dbc:People_from_Philadelphia,_Pennsylvania
257	Athan_Maroulis	Athan Maroulis	dct:subject	dbc:People_from_Brooklyn
349	Bill_Cole	Bill Cole	dct:subject	dbc:Musicians_from_Pittsburgh,_Pennsylvania
1758	Love_for_Sale_(song)	Love for Sale (song)	dct:subject	dbc:Songs_from_The_New_Yorkers
1881	Mike_Stern	Mike Stern	dct:subject	dbc:Musicians_from_Boston,_Massachusetts
1760	Love_Me_or_Leave_Me_(Donaldson_and_Kahn_song)	Love Me or Leave Me (Donaldson and Kahn song)	dct:subject	dbc:Songs_from_musicals
2077	Ntozake_Shange	Ntozake Shange	dct:subject	dbc:Writers_from_New_Jersey
2358	Richie_Powell	Richie Powell	dct:subject	dbc:Musicians_from_New_York_City
2193	Pierre_Michelot	Pierre Michelot	dct:subject	dbc:People_from_Saint-Denis
668	D_Train_(music_group)	D Train (music group)	dct:subject	dbc:Electronic_music_groups_from_New_York
1591	Lester_Young	Lester Young	dct:subject	dbc:People_from_Woodville,_Mississippi
1591	Lester_Young	Lester Young	dct:subject	dbc:People_from_Kansas_City,_Missouri
1591	Lester_Young	Lester Young	dct:subject	dbc:Musicians_from_New_Orleans,_Louisiana
2662	Takahito_Eguchi	Takahito Eguchi	dct:subject	dbc:People_from_Nagasaki
1180	Helen_Merrill	Helen Merrill	dct:subject	dbc:Singers_from_New_York_City
1171	Harvey_Mason	Harvey Mason	dct:subject	dbc:People_from_Atlantic_City,_New_Jersey
1831	Mati_Klarwein	Mati Klarwein	dct:subject	dbc:People_from_Hamburg
1075	George_Coleman	George Coleman	dct:subject	dbc:Musicians_from_Memphis,_Tennessee
275	Badal_Roy	Badal Roy	dct:subject	dbc:People_from_East_Brunswick,_New_Jersey
836	Eddie_Jefferson	Eddie Jefferson	dct:subject	dbc:Musicians_from_Pittsburgh,_Pennsylvania
836	Eddie_Jefferson	Eddie Jefferson	dct:subject	dbc:Singers_from_Pennsylvania
2866	The_Electric_Flag	The Electric Flag	dct:subject	dbc:Rock_music_groups_from_Illinois
666	Curtis_Fuller	Curtis Fuller	dct:subject	dbc:Musicians_from_Detroit,_Michigan
579	Cindy_Blackman	Cindy Blackman	dct:subject	dbc:People_from_Yellow_Springs,_Ohio
1312	Jack_Douglas_(record_producer)	Jack Douglas (record producer)	dct:subject	dbc:People_from_New_York_City
998	Fleur_Maxwell	Fleur Maxwell	dct:subject	dbc:People_from_Dudelange
707	David_Was	David Was	dct:subject	dbc:Musicians_from_Detroit,_Michigan
2152	Paul_Jackson_(bassist)	Paul Jackson (bassist)	dct:subject	dbc:Musicians_from_Oakland,_California
319	Ben_Sidran	Ben Sidran	dct:subject	dbc:Musicians_from_Chicago,_Illinois
319	Ben_Sidran	Ben Sidran	dct:subject	dbc:People_from_Madison,_Wisconsin
319	Ben_Sidran	Ben Sidran	dct:subject	dbc:People_from_Racine,_Wisconsin
319	Ben_Sidran	Ben Sidran	dct:subject	dbc:Musicians_from_Wisconsin
1581	Leo_Sidran	Leo Sidran	dct:subject	dbc:People_from_Madison,_Wisconsin
698	David_Hume_Kennerly	David Hume Kennerly	dct:subject	dbc:Photographers_from_Oregon
698	David_Hume_Kennerly	David Hume Kennerly	dct:subject	dbc:People_from_Roseburg,_Oregon
1416	Joaqu%C3%ADn_Rodrigo	Joaquín Rodrigo	dct:subject	dbc:People_from_Sagunto
295	Barry_Harris	Barry Harris	dct:subject	dbc:People_from_Weehawken,_New_Jersey
295	Barry_Harris	Barry Harris	dct:subject	dbc:Musicians_from_Detroit,_Michigan
1810	Mario_Bauz%C3%A1	Mario Bauzá	dct:subject	dbc:People_from_Havana
1810	Mario_Bauz%C3%A1	Mario Bauzá	dct:subject	dbc:People_from_New_York_City
1665	List_of_people_from_St._Louis	List of people from St. Louis	dct:subject	dbc:Lists_of_people_from_Missouri
1665	List_of_people_from_St._Louis	List of people from St. Louis	dct:subject	dbc:People_from_St._Louis,_Missouri
342	Biff_Henderson	Biff Henderson	dct:subject	dbc:People_from_Durham,_North_Carolina
620	Conrad_Herwig	Conrad Herwig	dct:subject	dbc:Musicians_from_New_York_City
620	Conrad_Herwig	Conrad Herwig	dct:subject	dbc:People_from_Lawton,_Oklahoma
2300	Quincy_Troupe	Quincy Troupe	dct:subject	dbc:Poets_from_Illinois
2300	Quincy_Troupe	Quincy Troupe	dct:subject	dbc:People_from_St._Clair_County,_Illinois
2300	Quincy_Troupe	Quincy Troupe	dct:subject	dbc:Poets_from_California
2300	Quincy_Troupe	Quincy Troupe	dct:subject	dbc:Poets_from_Missouri
1432	Joey_DeFrancesco	Joey DeFrancesco	dct:subject	dbc:Musicians_from_Arizona
